Id,square,street,neighborhood,yearBuilt,yearSold,salePrice
591,8320,Pave,CollgCr,2004,2008,185900
592,13478,Pave,NridgHt,2008,2009,451950
593,6600,Pave,Mitchel,1982,2008,138000
594,4435,Pave,CollgCr,2003,2009,140000
595,7990,Pave,CollgCr,1975,2008,110000
596,11302,Pave,StoneBr,2005,2006,319000
597,3600,Pave,OldTown,1910,2006,114504
598,3922,Pave,Blmngtn,2006,2007,194201
599,12984,Pave,Crawfor,1977,2006,217500
600,1950,Pave,Blueste,1980,2008,151000
601,10927,Pave,NridgHt,2005,2006,275000
602,9000,Pave,IDOTRR,1937,2007,141000
603,10041,Pave,SawyerW,1992,2006,220000
604,3182,Pave,Somerst,2004,2010,151000
605,12803,Pave,CollgCr,2002,2008,221000
606,13600,Pave,NAmes,1965,2009,205000
607,12464,Pave,CollgCr,1996,2009,152000
608,7800,Pave,Edwards,1948,2006,225000
609,12168,Pave,Crawfor,1934,2007,359100
610,7943,Pave,Sawyer,1961,2007,118500
611,11050,Pave,CollgCr,2000,2009,313000
612,10395,Pave,NWAmes,1978,2007,148000
613,11885,Pave,CollgCr,2001,2009,261500
614,8402,Pave,Mitchel,2007,2007,147000
615,1491,Pave,MeadowV,1972,2010,75500
616,8800,Pave,NAmes,1963,2010,137500
617,7861,Pave,Gilbert,2002,2006,183200
618,7227,Pave,NAmes,1954,2008,105500
619,11694,Pave,NridgHt,2007,2007,314813
620,12244,Pave,Timber,2003,2008,305000
621,8248,Pave,Edwards,1914,2008,67000
622,10800,Pave,NWAmes,1974,2008,240000
623,7064,Pave,Sawyer,1977,2009,135000
624,2117,Pave,Somerst,2000,2007,168500
625,10400,Pave,NWAmes,1972,2006,165150
626,10000,Pave,NAmes,1962,2010,160000
627,12342,Pave,NAmes,1960,2007,139900
628,9600,Pave,NAmes,1955,2010,153000
629,11606,Pave,NAmes,1969,2007,135000
630,9020,Pave,NAmes,1964,2008,168500
631,9000,Pave,OldTown,1880,2006,124000
632,4590,Pave,NridgHt,2006,2007,209500
633,11900,Pave,NWAmes,1977,2009,82500
634,9250,Pave,NAmes,1954,2007,139400
635,6979,Pave,OldTown,1980,2010,144000
636,10896,Pave,SWISU,1914,2007,200000
637,6120,Pave,BrkSide,1936,2009,60000
638,6000,Pave,OldTown,1954,2009,93000
639,8777,Pave,Edwards,1910,2008,85000
640,3982,Pave,Blmngtn,2006,2006,264561
641,12677,Pave,NridgHt,2003,2008,274000
642,7050,Pave,Somerst,2001,2007,226000
643,13860,Pave,NAmes,1972,2009,345000
644,10793,Pave,NWAmes,1969,2007,152000
645,9187,Pave,Somerst,2009,2009,370878
646,10530,Pave,NAmes,1971,2007,143250
647,7200,Pave,NAmes,1950,2008,98300
648,10452,Pave,Edwards,1953,2008,155000
649,7700,Pave,NAmes,1966,2010,155000
650,1936,Pave,MeadowV,1970,2007,84500
651,8125,Pave,Somerst,2007,2008,205950
652,9084,Pave,Edwards,1940,2009,108000
653,8750,Pave,CollgCr,1996,2009,191000
654,10320,Pave,IDOTRR,1906,2008,135000
655,10437,Pave,NoRidge,1995,2008,350000
656,1680,Pave,BrDale,1971,2010,88000
657,10007,Pave,NAmes,1959,2008,145500
658,7200,Pave,Crawfor,1931,2008,149000
659,17503,Pave,NAmes,1948,2010,97500
660,9937,Pave,Edwards,1964,2009,167000
661,12384,Pave,NWAmes,1976,2007,197900
662,46589,Pave,NoRidge,1994,2009,402000
663,13560,Pave,NAmes,1968,2009,110000
664,10012,Pave,Edwards,1972,2008,137500
665,20896,Pave,Somerst,2005,2006,423000
666,11194,Pave,Gilbert,2000,2006,230500
667,18450,Pave,NAmes,1965,2007,129000
668,8125,Pave,SawyerW,1994,2008,193500
669,14175,Pave,Sawyer,1956,2006,168000
670,11600,Pave,Crawfor,1922,2006,137500
671,8633,Pave,CollgCr,2005,2009,173500
672,6629,Pave,Edwards,1925,2009,103600
673,11250,Pave,Veenker,1977,2006,165000
674,14442,Pave,Crawfor,1957,2007,257500
675,9200,Pave,NAmes,1965,2008,140000
676,2289,Pave,NPkVill,1978,2009,148500
677,9600,Pave,OldTown,1900,2006,87000
678,9022,Pave,OldTown,1924,2009,109500
679,11844,Pave,StoneBr,2008,2009,372500
680,9945,Pave,Sawyer,1961,2007,128500
681,8012,Pave,SawyerW,1980,2010,143000
682,4500,Pave,SWISU,1932,2009,159434
683,2887,Pave,ClearCr,1996,2008,173000
684,11248,Pave,CollgCr,2002,2007,285000
685,16770,Pave,NoRidge,1998,2010,221000
686,5062,Pave,StoneBr,1984,2007,207500
687,10207,Pave,Somerst,2007,2007,227875
688,5105,Pave,Somerst,2004,2007,148800
689,8089,Pave,StoneBr,2007,2007,392000
690,7577,Pave,NridgHt,2005,2007,194700
691,4426,Pave,CollgCr,2004,2008,141000
692,21535,Pave,NoRidge,1994,2007,755000
693,26178,Pave,Timber,1989,2006,335000
694,5400,Pave,OldTown,1921,2006,108480
695,6120,Pave,BrkSide,1936,2009,141500
696,13811,Pave,Timber,1987,2006,176000
697,6000,Pave,BrkSide,1921,2006,89000
698,6420,Pave,Edwards,1952,2006,123500
699,8450,Pave,Sawyer,1965,2010,138500
700,4282,Pave,Somerst,2004,2008,196000
701,14331,Pave,Timber,2002,2006,312500
702,9600,Pave,NWAmes,1969,2006,140000
703,12438,Pave,StoneBr,2006,2006,361919
704,7630,Pave,OldTown,1900,2010,140000
705,8400,Pave,CollgCr,2004,2010,213000
706,5600,Pave,IDOTRR,1930,2010,55000
707,115149,Pave,ClearCr,1971,2007,302000
708,6240,Pave,NridgHt,2006,2009,254000
709,9018,Pave,Gilbert,2007,2007,179540
710,7162,Pave,Sawyer,1966,2008,109900
711,4130,Pave,BrkSide,1935,2008,52000
712,8712,Pave,IDOTRR,1900,2010,102776
713,4671,Pave,StoneBr,1988,2008,189000
714,9873,Pave,BrkSide,1970,2006,129000
715,13517,Pave,Sawyer,1976,2010,130500
716,10140,Pave,NWAmes,1974,2009,165000
717,10800,Pave,OldTown,1890,2007,159500
718,10000,Pave,NWAmes,1973,2008,157000
719,10542,Pave,NoRidge,1993,2008,341000
720,9920,Pave,CollgCr,1969,2006,128500
721,6563,Pave,StoneBr,1985,2006,275000
722,4426,Pave,CollgCr,2004,2010,143000
723,8120,Pave,NAmes,1970,2009,124500
724,8172,Pave,Edwards,1954,2008,135000
725,13286,Pave,Edwards,2007,2009,320000
726,6960,Pave,NAmes,1970,2009,120500
727,21695,Pave,Crawfor,1988,2009,222000
728,7314,Pave,CollgCr,2007,2009,194500
729,11475,Pave,NAmes,1958,2009,110000
730,6240,Pave,IDOTRR,1925,2009,103000
731,5389,Pave,StoneBr,1995,2010,236500
732,9590,Pave,Timber,2003,2007,187500
733,11404,Pave,CollgCr,1998,2008,222500
734,10000,Pave,Sawyer,1961,2009,131400
735,8978,Pave,Sawyer,1968,2007,108000
736,10800,Pave,OldTown,1914,2006,163000
737,8544,Pave,NAmes,1950,2006,93500
738,10463,Pave,Gilbert,2005,2006,239900
739,10800,Pave,Edwards,1987,2009,179000
740,9313,Pave,CollgCr,2004,2009,190000
741,9600,Pave,OldTown,1910,2007,132000
742,6768,Pave,Sawyer,1961,2008,142000
743,8450,Pave,SawyerW,2000,2007,179000
744,12886,Pave,Sawyer,1963,2009,175000
745,5395,Pave,StoneBr,1993,2008,180000
746,8963,Pave,NWAmes,1976,2008,299800
747,8795,Pave,Gilbert,2000,2009,236000
748,11700,Pave,OldTown,1880,2009,265979
749,10593,Pave,NoRidge,1996,2010,260400
750,8405,Pave,Edwards,1945,2009,98000
751,8800,Pave,OldTown,1910,2010,96500
752,7750,Pave,Gilbert,2003,2007,162000
753,9236,Pave,CollgCr,1997,2006,217000
754,10240,Pave,NridgHt,2005,2006,275500
755,7930,Pave,NAmes,1969,2009,156000
756,3230,Pave,Somerst,1999,2009,172500
757,10769,Pave,CollgCr,2007,2009,212000
758,11616,Pave,Sawyer,1978,2010,158900
759,2280,Pave,Somerst,1999,2008,179400
760,12257,Pave,NoRidge,1995,2007,290000
761,9100,Pave,NAmes,1959,2009,127500
762,6911,Pave,BrkSide,1924,2009,100000
763,8640,Pave,Somerst,2009,2010,215200
764,9430,Pave,NoRidge,1999,2009,337000
765,9549,Pave,Veenker,1995,2006,270000
766,14587,Pave,Somerst,2008,2008,264132
767,10421,Pave,NWAmes,1988,2010,196500
768,12508,Pave,Mitchel,1940,2008,160000
769,9100,Pave,CollgCr,2004,2006,216837
770,53504,Pave,StoneBr,2003,2010,538000
771,7252,Pave,Sawyer,1982,2009,134900
772,8877,Pave,Edwards,1951,2006,102000
773,7819,Pave,Edwards,1976,2010,107000
774,10150,Pave,NAmes,1958,2007,114500
775,14226,Pave,NridgHt,2006,2007,395000
776,4500,Pave,Mitchel,1998,2009,162000
777,11210,Pave,CollgCr,2005,2006,221500
778,13350,Pave,Sawyer,1974,2006,142500
779,8400,Pave,SawyerW,1977,2007,144000
780,10530,Pave,Mitchel,1977,2006,135000
781,7875,Pave,Gilbert,1995,2007,176000
782,7153,Pave,SawyerW,1992,2006,175900
783,16285,Pave,CollgCr,2001,2009,187100
784,9101,Pave,Mitchel,1978,2009,165500
785,6300,Pave,OldTown,1914,2008,128000
786,9790,Pave,NWAmes,1967,2009,161500
787,10800,Pave,OldTown,1915,2010,139000
788,10142,Pave,SawyerW,2004,2010,233000
789,6000,Pave,OldTown,1954,2008,107900
790,12205,Pave,ClearCr,1966,2007,187500
791,3182,Pave,Blmngtn,2005,2009,160200
792,11333,Pave,Mitchel,1976,2007,146800
793,9920,Pave,NoRidge,1996,2007,269790
794,9158,Pave,Somerst,2007,2007,225000
795,10832,Pave,Gilbert,1994,2008,194500
796,8400,Pave,SawyerW,1980,2010,171000
797,8197,Pave,Sawyer,1977,2007,143500
798,7677,Pave,NAmes,1953,2008,110000
799,13518,Pave,NridgHt,2008,2009,485000
800,7200,Pave,SWISU,1937,2007,175000
801,12798,Pave,ClearCr,1997,2008,200000
802,4800,Pave,IDOTRR,1916,2007,109900
803,8199,Pave,CollgCr,2005,2008,189000
804,13891,Pave,NridgHt,2008,2009,582933
805,9000,Pave,NAmes,1954,2006,118000
806,12274,Pave,Somerst,2008,2008,227680
807,9750,Pave,NAmes,1967,2006,135500
808,21384,Pave,BrkSide,1923,2009,223500
809,13400,Pave,NAmes,1966,2006,159950
810,8100,Pave,OldTown,1898,2009,106000
811,10140,Pave,NWAmes,1974,2006,181000
812,4438,Pave,CollgCr,2004,2008,144500
813,8712,Grvl,IDOTRR,1952,2010,55993
814,9750,Pave,NAmes,1958,2007,157900
815,8248,Pave,Edwards,1918,2006,116000
816,12137,Pave,CollgCr,1998,2010,224900
817,11425,Pave,NAmes,1954,2006,137000
818,13265,Pave,Mitchel,2002,2008,271000
819,8816,Pave,ClearCr,1971,2010,155000
820,6371,Pave,NridgHt,2009,2010,224000
821,7226,Pave,CollgCr,2003,2008,183000
822,6000,Pave,OldTown,1953,2009,93000
823,12394,Pave,Gilbert,2003,2007,225000
824,9900,Pave,SWISU,1940,2009,139500
825,11216,Pave,Somerst,2006,2006,232600
826,14803,Pave,NridgHt,2007,2008,385000
827,6130,Pave,BrkSide,1924,2008,109500
828,8529,Pave,SawyerW,2001,2009,189000
829,28698,Pave,ClearCr,1967,2009,185000
830,2544,Pave,Somerst,2005,2006,147400
831,11900,Pave,NAmes,1957,2008,166000
832,3180,Pave,Somerst,2005,2006,151000
833,9548,Pave,CollgCr,2003,2010,237000
834,10004,Pave,NAmes,1964,2009,167000
835,7875,Pave,NAmes,1961,2008,139950
836,9600,Pave,Sawyer,1950,2010,128000
837,8100,Pave,OldTown,1948,2007,153500
838,1680,Pave,BrDale,1973,2008,100000
839,9525,Pave,CollgCr,1995,2008,144000
840,11767,Pave,Edwards,1946,2008,130500
841,12155,Pave,SWISU,1925,2008,140000
842,10440,Pave,OldTown,1904,2008,157500
843,9020,Pave,NAmes,1966,2008,174900
844,8000,Pave,NAmes,1961,2007,141000
845,12665,Pave,OldTown,1915,2008,153900
846,16647,Pave,Sawyer,1975,2007,171000
847,9317,Pave,SawyerW,1993,2009,213000
848,15523,Pave,CollgCr,1972,2009,133500
849,45600,Pave,ClearCr,1908,2008,240000
850,9600,Pave,Veenker,1976,2007,187000
851,4435,Pave,CollgCr,2003,2007,131500
852,3196,Pave,Blmngtn,2003,2006,215000
853,7128,Pave,Crawfor,1941,2007,164000
854,12095,Pave,NAmes,1964,2009,158000
855,17920,Pave,Sawyer,1955,2006,170000
856,6897,Pave,Sawyer,1962,2010,127000
857,10970,Pave,CollgCr,1978,2008,147000
858,8125,Pave,Gilbert,1994,2009,174000
859,10400,Pave,NWAmes,1976,2009,152000
860,11029,Pave,NWAmes,1968,2006,250000
861,7642,Pave,Crawfor,1918,2007,189950
862,11625,Pave,Sawyer,1965,2010,131500
863,9672,Pave,SawyerW,1984,2010,152000
864,7931,Pave,NAmes,1959,2009,132500
865,8640,Pave,Somerst,2007,2008,250580
866,8750,Pave,NAmes,1970,2009,148500
867,10656,Pave,Timber,2006,2007,248900
868,6970,Pave,Sawyer,1961,2007,129000
869,14762,Pave,Gilbert,1948,2006,169000
870,9938,Pave,SawyerW,1993,2010,236000
871,6600,Pave,NAmes,1962,2009,109500
872,8750,Pave,CollgCr,1998,2010,200500
873,8892,Pave,NAmes,1953,2008,116000
874,12144,Pave,NAmes,1949,2009,133000
875,5720,Pave,OldTown,1941,2009,66500
876,9000,Pave,Somerst,2007,2007,303477
877,25286,Pave,Mitchel,1963,2007,132250
878,8834,Pave,NridgHt,2004,2009,350000
879,11782,Pave,Sawyer,1961,2010,148000
880,7000,Pave,CollgCr,1978,2009,136500
881,7024,Pave,Edwards,2005,2007,157000
882,13758,Pave,Timber,1990,2007,187500
883,9636,Pave,Gilbert,1992,2009,178000
884,6204,Pave,SWISU,1912,2006,118500
885,7150,Pave,NAmes,1967,2009,100000
886,5119,Pave,Somerst,1999,2008,328900
887,8393,Pave,NAmes,1959,2006,145000
888,16466,Pave,Edwards,1955,2008,135500
889,15865,Pave,NAmes,1970,2007,268000
890,12160,Pave,NAmes,1953,2009,149500
891,8064,Pave,NAmes,1949,2007,122900
892,11184,Pave,Sawyer,1978,2009,172500
893,8414,Pave,Sawyer,1963,2006,154500
894,13284,Pave,Sawyer,1954,2008,165000
895,7018,Pave,SawyerW,1979,2009,118858
896,7056,Pave,NAmes,1963,2008,140000
897,8765,Pave,IDOTRR,1936,2006,106500
898,7018,Pave,SawyerW,1979,2009,142953
899,12919,Pave,NridgHt,2009,2010,611657
900,6993,Pave,Sawyer,1961,2006,135000
901,7340,Pave,NAmes,1971,2007,110000
902,8712,Pave,NAmes,1957,2009,153000
903,7875,Pave,Gilbert,2003,2006,180000
904,14859,Pave,Gilbert,2006,2006,240000
905,6173,Pave,Sawyer,1967,2007,125500
906,9920,Pave,NAmes,1954,2010,128000
907,13501,Pave,Somerst,2006,2007,255000
908,11500,Pave,Crawfor,1936,2006,250000
909,8885,Pave,Mitchel,1983,2006,131000
910,12589,Pave,Gilbert,2005,2009,174000
911,11600,Pave,NAmes,1960,2010,154300
912,9286,Pave,CollgCr,1977,2009,143500
913,6120,Pave,BrkSide,1925,2006,88000
914,6270,Pave,Crawfor,1949,2007,145000
915,3000,Pave,Somerst,2009,2009,173733
916,2001,Pave,MeadowV,1970,2007,75000
917,9000,Pave,IDOTRR,1949,2006,35311
918,17140,Pave,Edwards,1956,2009,135000
919,13125,Pave,SawyerW,1991,2007,238000
920,11029,Pave,NAmes,1958,2008,176500
921,8462,Pave,SawyerW,1994,2007,201000
922,8777,Pave,Edwards,1900,2008,145900
923,10237,Pave,Gilbert,2005,2006,169990
924,8012,Pave,SawyerW,1993,2008,193000
925,10240,Pave,NWAmes,1980,2006,207500
926,15611,Pave,NWAmes,1977,2008,175000
927,11999,Pave,NridgHt,2003,2007,285000
928,9900,Pave,NWAmes,1968,2008,176000
929,11838,Pave,CollgCr,2001,2009,236500
930,13006,Pave,Gilbert,1997,2006,222000
931,8925,Pave,Timber,2007,2009,201000
932,9100,Pave,NAmes,1965,2009,117500
933,11670,Pave,Somerst,2006,2007,320000
934,8487,Pave,CollgCr,2004,2009,190000
935,27650,Pave,NAmes,1960,2008,242000
936,5825,Pave,BrkSide,1926,2006,79900
937,10083,Pave,SawyerW,2003,2009,184900
938,9675,Pave,Somerst,2005,2009,253000
939,8760,Pave,CollgCr,2006,2006,239799
940,24090,Pave,ClearCr,1940,2010,244400
941,12640,Pave,Mitchel,1976,2006,150900
942,8755,Pave,Gilbert,1999,2009,214000
943,7711,Pave,Edwards,1977,2007,150000
944,25000,Pave,Mitchel,1967,2007,143000
945,14375,Pave,Timber,1958,2009,137500
946,8820,Pave,OldTown,1890,2009,124900
947,8163,Pave,NAmes,1959,2006,143000
948,14536,Pave,Timber,2002,2007,270000
949,14006,Pave,CollgCr,2002,2006,192500
950,9360,Pave,NWAmes,1972,2010,197500
951,7200,Pave,NAmes,1950,2007,129000
952,7800,Pave,SawyerW,1965,2006,119900
953,7200,Pave,CollgCr,1972,2009,133900
954,11075,Pave,Mitchel,1969,2008,172000
955,9400,Pave,Edwards,1975,2006,127500
956,7136,Pave,Crawfor,1946,2007,145000
957,1300,Pave,Blueste,1980,2009,124000
958,7420,Pave,Sawyer,1962,2007,132000
959,8450,Pave,CollgCr,2003,2007,185000
960,2572,Pave,Somerst,1999,2010,155000
961,7207,Pave,BrkSide,1958,2010,116500
962,12227,Pave,NWAmes,1977,2008,272000
963,2308,Pave,NPkVill,1976,2007,155000
964,11923,Pave,CollgCr,2007,2009,239000
965,11316,Pave,Timber,2002,2010,214900
966,10237,Pave,Gilbert,2005,2007,178900
967,9600,Pave,Crawfor,1940,2009,160000
968,7390,Pave,NAmes,1955,2008,135000
969,5925,Pave,OldTown,1910,2009,37900
970,10382,Pave,NAmes,1958,2006,140000
971,10800,Pave,NAmes,1949,2006,135000
972,2268,Pave,NridgHt,2003,2009,173000
973,7892,Pave,SawyerW,1979,2010,99500
974,11639,Pave,Somerst,2007,2008,182000
975,11414,Pave,BrkSide,1910,2009,167500
976,2651,Pave,Somerst,2000,2006,165000
977,5900,Pave,BrkSide,1923,2006,85500
978,4274,Pave,Somerst,2006,2007,199900
979,9450,Pave,Edwards,1954,2007,110000
980,8816,Pave,Sawyer,1963,2009,139000
981,12122,Pave,NAmes,1961,2008,178400
982,12203,Pave,NoRidge,1998,2009,336000
983,3182,Pave,Blmngtn,2007,2008,159895
984,11250,Pave,CollgCr,2002,2008,255900
985,10125,Pave,Mitchel,1977,2009,126000
986,10880,Pave,Edwards,1950,2008,125000
987,5310,Pave,OldTown,1910,2006,117000
988,10159,Pave,NridgHt,2009,2010,395192
989,12046,Pave,NWAmes,1976,2007,195000
990,8125,Pave,Somerst,2006,2006,197000
991,9452,Pave,NoRidge,1997,2006,348000
992,17671,Pave,OldTown,1882,2009,168000
993,9760,Pave,NAmes,1964,2007,187000
994,8846,Pave,CollgCr,2005,2006,173900
995,12456,Pave,NridgHt,2006,2009,337500
996,4712,Pave,BrkSide,1946,2006,121600
997,10659,Pave,NAmes,1961,2006,136500
998,11717,Pave,NWAmes,1970,2009,185000
999,9786,Pave,IDOTRR,1922,2006,91000
1000,6762,Pave,CollgCr,2006,2010,206000
1001,10206,Pave,Edwards,1952,2009,82000
1002,5400,Pave,OldTown,1920,2007,86000
1003,11957,Pave,Somerst,2006,2008,232000
1004,11500,Pave,NWAmes,1976,2007,136905
1005,3182,Pave,Blmngtn,2005,2009,181000
1006,8385,Pave,CollgCr,1977,2008,149900
1007,12155,Pave,NAmes,1970,2007,163500
1008,2217,Pave,MeadowV,1970,2009,88000
1009,12118,Pave,Mitchel,2004,2009,240000
1010,6000,Pave,SWISU,1926,2006,102000
1011,21286,Pave,Sawyer,1948,2008,135000
1012,9825,Pave,Edwards,1965,2010,100000
1013,10592,Pave,Crawfor,1923,2007,165000
1014,7200,Pave,OldTown,1910,2009,85000
1015,11664,Pave,NAmes,1948,2007,119200
1016,8400,Pave,NWAmes,2001,2009,227000
1017,11883,Pave,CollgCr,1996,2009,203000
1018,5814,Pave,StoneBr,1984,2009,187500
1019,10784,Pave,Gilbert,1991,2007,160000
1020,3013,Pave,Blmngtn,2005,2006,213490
1021,7024,Pave,Edwards,2005,2008,176000
1022,7406,Pave,CollgCr,2006,2006,194000
1023,9439,Pave,OldTown,1930,2007,87000
1024,3182,Pave,Blmngtn,2005,2008,191000
1025,15498,Pave,Timber,1976,2008,287000
1026,7700,Pave,CollgCr,1972,2007,112500
1027,9300,Pave,NAmes,1960,2010,167500
1028,9520,Pave,Timber,2007,2008,293077
1029,9492,Pave,NAmes,1941,2007,105000
1030,1680,Pave,BrDale,1972,2006,118000
1031,7082,Pave,SWISU,1916,2006,160000
1032,15863,Pave,SWISU,1920,2009,197000
1033,14541,Pave,NoRidge,1993,2006,310000
1034,8125,Pave,CollgCr,2002,2006,230000
1035,6305,Pave,Crawfor,1938,2007,119750
1036,11500,Pave,Edwards,1957,2009,84000
1037,12898,Pave,Timber,2007,2009,315500
1038,9240,Pave,CollgCr,2001,2008,287000
1039,1533,Pave,MeadowV,1970,2009,97000
1040,1477,Pave,MeadowV,1970,2009,80000
1041,13125,Pave,Sawyer,1957,2006,155000
1042,9130,Pave,NWAmes,1966,2008,173000
1043,5381,Pave,NridgHt,2005,2009,196000
1044,11839,Pave,SawyerW,1990,2008,262280
1045,9600,Pave,NWAmes,1981,2009,278000
1046,13680,Pave,Edwards,1955,2009,139600
1047,16056,Pave,StoneBr,2005,2006,556581
1048,9245,Pave,CollgCr,1994,2008,145000
1049,21750,Pave,Mitchel,1960,2009,115000
1050,11100,Pave,Edwards,1946,2010,84900
1051,8993,Pave,Gilbert,2007,2007,176485
1052,11175,Pave,CollgCr,2007,2007,200141
1053,9500,Pave,NAmes,1964,2007,165000
1054,8562,Pave,Edwards,1957,2010,144500
1055,11367,Pave,CollgCr,2002,2006,255000
1056,11361,Pave,NWAmes,1976,2008,180000
1057,7052,Pave,NridgHt,2005,2006,185850
1058,29959,Pave,NoRidge,1994,2009,248000
1059,11308,Pave,NridgHt,2008,2009,335000
1060,11275,Pave,Crawfor,1932,2007,220000
1061,4920,Pave,StoneBr,2001,2010,213500
1062,18000,Grvl,IDOTRR,1935,2008,81000
1063,13600,Pave,OldTown,1900,2007,90000
1064,6000,Pave,OldTown,1925,2006,110500
1065,11000,Pave,NAmes,1966,2009,154000
1066,14000,Pave,ClearCr,1996,2010,328000
1067,7837,Pave,Gilbert,1993,2009,178000
1068,9760,Pave,NAmes,1964,2008,167900
1069,3964,Pave,MeadowV,1973,2006,151400
1070,9600,Pave,NAmes,1949,2007,135000
1071,10152,Pave,NAmes,1956,2007,135000
1072,11700,Pave,NWAmes,1968,2009,154000
1073,7585,Pave,Edwards,1948,2006,91500
1074,7950,Pave,Edwards,1977,2009,159500
1075,8556,Pave,CollgCr,2006,2007,194000
1076,13125,Pave,Crawfor,1940,2007,219500
1077,10800,Pave,OldTown,1936,2006,170000
1078,15870,Pave,NAmes,1969,2006,138800
1079,4435,Pave,CollgCr,2004,2006,155900
1080,8775,Pave,CollgCr,1994,2007,126000
1081,11040,Pave,NWAmes,1971,2008,145000
1082,7500,Pave,Sawyer,1963,2010,133000
1083,8749,Pave,CollgCr,2002,2007,192000
1084,8800,Pave,NAmes,1964,2006,160000
1085,13031,Pave,Gilbert,1995,2006,187500
1086,9069,Pave,SawyerW,1992,2010,147000
1087,1974,Pave,MeadowV,1973,2010,83500
1088,10574,Pave,Somerst,2005,2009,252000
1089,2522,Pave,Edwards,2004,2006,137500
1090,3316,Pave,Somerst,2005,2006,197000
1091,8544,Pave,NAmes,1950,2009,92900
1092,2160,Pave,Somerst,1999,2008,160000
1093,8400,Pave,SWISU,1925,2008,136500
1094,9230,Pave,NAmes,1965,2006,146000
1095,5868,Pave,NAmes,1956,2010,129000
1096,9317,Pave,CollgCr,2006,2007,176432
1097,6882,Pave,IDOTRR,1914,2007,127000
1098,3696,Pave,StoneBr,1986,2007,170000
1099,6000,Pave,BrkSide,1936,2009,128000
1100,11880,Pave,NWAmes,1978,2009,157000
1101,8400,Pave,SWISU,1920,2009,60000
1102,9758,Pave,NAmes,1971,2007,119500
1103,7000,Pave,NAmes,1960,2007,135000
1104,8910,Pave,NAmes,1959,2006,159500
1105,2016,Pave,BrDale,1970,2007,106000
1106,12256,Pave,NoRidge,1994,2010,325000
1107,10357,Pave,SawyerW,1990,2007,179900
1108,23257,Pave,Gilbert,2006,2006,274725
1109,8063,Pave,Gilbert,2000,2007,181000
1110,11362,Pave,NridgHt,2004,2009,280000
1111,8000,Pave,Gilbert,1995,2008,188000
1112,10480,Pave,NWAmes,1976,2008,205000
1113,7100,Pave,NAmes,1957,2006,129900
1114,8923,Pave,NAmes,1953,2007,134500
1115,5400,Pave,OldTown,1954,2006,117000
1116,12085,Pave,NridgHt,2007,2007,318000
1117,7750,Pave,Gilbert,2002,2009,184100
1118,9764,Pave,Sawyer,1967,2008,130000
1119,13825,Pave,Sawyer,1958,2008,140000
1120,7560,Pave,NAmes,1959,2006,133700
1121,8263,Pave,IDOTRR,1920,2007,118400
1122,10084,Pave,CollgCr,2005,2006,212900
1123,8926,Pave,Edwards,1956,2009,112000
1124,9405,Pave,Edwards,1947,2009,118000
1125,9125,Pave,Gilbert,1992,2007,163900
1126,10434,Pave,NAmes,1955,2009,115000
1127,3684,Pave,Blmngtn,2007,2009,174000
1128,14572,Pave,Gilbert,2004,2007,259000
1129,11796,Pave,Gilbert,2004,2007,215000
1130,7200,Pave,OldTown,1980,2007,140000
1131,7804,Pave,SWISU,1928,2009,135000
1132,10712,Pave,Mitchel,1991,2007,93500
1133,9900,Pave,OldTown,1880,2007,117500
1134,9828,Pave,SawyerW,1995,2009,239500
1135,8773,Pave,Gilbert,1997,2007,169000
1136,6180,Pave,BrkSide,1926,2007,102000
1137,9600,Pave,NAmes,1950,2008,119000
1138,6342,Pave,Sawyer,1875,2010,94000
1139,9819,Pave,Mitchel,1977,2009,196000
1140,8731,Pave,BrkSide,1920,2007,144000
1141,7350,Pave,NAmes,1951,2008,139000
1142,10304,Pave,NWAmes,1976,2009,197500
1143,9965,Pave,CollgCr,2006,2007,424870
1144,9000,Pave,Sawyer,1959,2008,80000
1145,12180,Pave,Edwards,1941,2010,80000
1146,6240,Pave,BrkSide,1928,2006,149000
1147,11200,Pave,SawyerW,1985,2006,180000
1148,12000,Pave,Crawfor,1941,2009,174500
1149,5700,Pave,OldTown,1926,2008,116900
1150,9000,Pave,OldTown,1920,2009,143000
1151,8280,Pave,NAmes,1950,2007,124000
1152,17755,Pave,Edwards,1959,2006,149900
1153,14115,Pave,Crawfor,1956,2006,230000
1154,5890,Pave,IDOTRR,1930,2008,120500
1155,13700,Pave,NAmes,1965,2008,201800
1156,10768,Pave,Veenker,1976,2007,218000
1157,9350,Pave,NAmes,1965,2008,179900
1158,5001,Pave,NridgHt,2007,2009,230000
1159,11932,Pave,Somerst,2007,2008,235128
1160,9120,Pave,NWAmes,1974,2008,185000
1161,2280,Pave,NPkVill,1978,2010,146000
1162,14778,Pave,Crawfor,1954,2008,224000
1163,8724,Pave,Sawyer,1968,2007,129000
1164,12900,Pave,Sawyer,1969,2008,108959
1165,16157,Pave,Veenker,1978,2007,194000
1166,9541,Pave,NridgHt,2009,2009,233170
1167,10475,Pave,CollgCr,2008,2010,245350
